CUSTOMER_NUMBER,COMPANY_NAME,PRIMARY_INDUSTRY,REVENUES (IN MILLIONS DOLLAR),CATEGORY,Account_number
959129377,Zimmer Biomet Holdings Inc,Medical Instruments & Equipment,17555,CAT-D,38691952
959129378,Bemis Co Inc,Miscellaneous,34522,CAT-B,38691953
959129379,Albemarle Corp,Chemicals,33262,CAT-B,38691954
959129380,Bruker Corp,Instruments,29830,CAT-C,38691955
959129381,Trimble Navigation Ltd,Computers & Other Electronic Products,11679,CAT-D,38691956
959129382,McCormick & Co Inc,Food,9812,CAT-E,38691957
959129383,Southwestern Energy Co,Petroleum & Coal Products,36318,CAT-B,38691958
959129384,United Technologies Corp,Aerospace & Defense,805,CAT-G,38691959
959129385,Builders FirstSource Inc,Wood Products,29078,CAT-C,38691960
959129386,Guess Inc,Apparel,4805,CAT-F,38691961
959129387,Worthington Industries Inc,Primary Metals,45718,CAT-A,38691962
959129388,Cypress Semiconductor Corp,Computers & Other Electronic Products,15255,CAT-D,38691963
959129389,First Solar Inc,Electrical Equipment & Appliances,19695,CAT-D,38691964
959129390,Apple Inc,Computers & Other Electronic Products,9495,CAT-E,38691965
959129391,Agilent Technologies Inc,Instruments,33048,CAT-B,38691966
959129392,Advanced Micro Devices Inc,Computers & Other Electronic Products,5798,CAT-E,38691967
959129393,Carpenter Technology Corp,Primary Metals,4367,CAT-F,38691968
959129394,Finisar Corp,Computers & Other Electronic Products,29068,CAT-C,38691969
959129395,Fortune Brands Home & Security Inc,Fabricated Metal Products,38708,CAT-B,38691970
959129396,Real Industry Inc,Fabricated Metal Products,15988,CAT-D,38691971
959129397,General Mills Inc,Food,19501,CAT-D,38691972
959129398,Danaher Corp,Miscellaneous,46068,CAT-A,38691973
959129399,Nike Inc,Apparel,23768,CAT-C,38691974
959129400,Dominion Energy Inc,Petroleum & Coal Products,42097,CAT-A,38691975
959129401,Rexnord Corp,Machinery,43373,CAT-A,38691976
959129402,PACCAR Inc,Motor Vehicles,17209,CAT-D,38691977
959129403,M Co,Chemicals,44001,CAT-A,38691978
959129404,Pacific Ethanol Inc,Chemicals,34122,CAT-B,38691979
959129405,Western Digital Corp,Computers & Other Electronic Products,43412,CAT-A,38691980
959129406,Qualcomm Inc,Communications Equipment,34336,CAT-B,38691981
959129407,Hershey Co,Food,5946,CAT-E,38691982
959129408,Texas Instruments Inc,Computers & Other Electronic Products,46001,CAT-A,38691983
959129409,Harsco Corp,Fabricated Metal Products,48799,CAT-A,38691984
959129410,Lennox International Inc,Electrical Equipment & Appliances,16416,CAT-D,38691985
959129411,Williams Partners LP,Petroleum & Coal Products,42820,CAT-A,38691986
959129412,Pinnacle Foods Inc,Food,10539,CAT-D,38691987
959129413,General Electric Co,Electrical Equipment & Appliances,4633,CAT-F,38691988
959129414,Antero Resources Corp,Petroleum & Coal Products,25807,CAT-C,38691989
959129415,Scholastic Corp,Publishing & Printing,6093,CAT-E,38691990
959129416,Microsemi Corp,Computers & Other Electronic Products,33512,CAT-B,38691991
959129417,Thor Industries Inc,Motor Vehicles,6130,CAT-E,38691992
959129418,Mohawk Industries Inc,Textiles,34096,CAT-B,38691993
959129419,Pinnacle Foods Inc,Food,10539,CAT-D,38691994
959129420,New Media Investment Group Inc,Publishing & Printing,49563,CAT-A,38691995
959129421,Nucor Corp,Primary Metals,45663,CAT-A,38691996
959129422,Clorox Co,Chemicals,4088,CAT-F,38691997
959129423,Sensient Technologies Corp,Food,39007,CAT-B,38691998
959129424,Lincoln Electric Holdings Inc,Machinery,34715,CAT-B,38691999
959129425,Hologic Inc,Instruments,37014,CAT-B,38692000
959129426,Harsco Corp,Fabricated Metal Products,48799,CAT-A,38692001
959129427,Motorola Solutions Inc,Communications Equipment,10954,CAT-D,38692002
959129428,KLA-Tencor Corp,Computers & Other Electronic Products,47518,CAT-A,38692003
959129429,Keysight Technologies Inc,Machinery,10544,CAT-D,38692004
959129430,AdvancePierre Foods Holdings Inc,Food,21173,CAT-C,38692005
959129431,Heico Corp,Aerospace & Defense,2176,CAT-F,38692006
959129432,Goodyear Tire & Rubber Co,Rubber Products,35420,CAT-B,38692007
959129433,Nucor Corp,Primary Metals,45663,CAT-A,38692008
959129434,IDEX Corporation,Machinery,31018,CAT-B,38692009
959129435,Johnson & Johnson,Pharmaceuticals,19328,CAT-D,38692010
959129436,Greenbrier Cos Inc,"Railcars, Ships, & Other Trans Equip",22607,CAT-C,38692011
959129437,Arconic Inc,Primary Metals,32159,CAT-B,38692012
959129438,Sherwin-Williams Co,Chemicals,39052,CAT-B,38692013
959129439,Century Aluminum Co,Fabricated Metal Products,2592,CAT-F,38692014
959129440,Regeneron Pharmaceuticals Inc,Pharmaceuticals,20344,CAT-C,38692015
959129441,Xilinx Inc,Computers & Other Electronic Products,44955,CAT-A,38692016
959129442,EnerSys Inc,Electrical Equipment & Appliances,14226,CAT-D,38692017
959129443,Kennametal Inc,Machinery,35330,CAT-B,38692018
959129444,Ball Corp,Fabricated Metal Products,3416,CAT-F,38692019
959129445,Archer-Daniels-Midland Co,Food,23224,CAT-C,38692020
959129446,Cubic Corp,Instruments,18148,CAT-D,38692021
959129447,AptarGroup Inc,Plastics,31641,CAT-B,38692022
959129448,eXegenics Inc (United States),Pharmaceuticals,29303,CAT-C,38692023
959129449,General Cable Corp,Fabricated Metal Products,5481,CAT-E,38692024
959129450,Valspar Corp,Chemicals,16358,CAT-D,38692025
959129451,Kellogg Co,Food,45792,CAT-A,38692026
959129452,Columbia Sportswear Co,Apparel,36902,CAT-B,38692027
959129453,CMS Energy Corp,Petroleum & Coal Products,11306,CAT-D,38692028
959129454,Coca-Cola Bottling Co,Consolidated Beverages,1260,CAT-F,38692029
959129455,Illumina Inc,Medical Instruments & Equipment,37475,CAT-B,38692030
959129456,Kraton Performance Polymers Inc,Plastics,32296,CAT-B,38692031
959129457,Woodward Governor Co,Electrical Equipment & Appliances,2610,CAT-F,38692032
959129458,Scholastic Corp,Publishing & Printing,6093,CAT-E,38692033
959129459,FMC Corp,Chemicals,17729,CAT-D,38692034
959129460,Hexcel Corp,Miscellaneous,19147,CAT-D,38692035
959129461,M Co,Chemicals,44001,CAT-A,38692036
959129462,Polaris Industries Inc,"Railcars, Ships, & Other Trans Equip",48247,CAT-A,38692037
959129463,Monsanto Co,Chemicals,14454,CAT-D,38692038
959129464,Alliance One International Inc,Tobacco,36264,CAT-B,38692039
959129465,"Wilson Greatbatch Technologies, Inc",Electrical Equipment & Appliances,6155,CAT-E,38692040
959129466,Zoetis Inc,Pharmaceuticals,47113,CAT-A,38692041
959129467,Tegna Inc,Publishing & Printing,8134,CAT-E,38692042
959129468,Tesoro Corp,Petroleum & Coal Products,29074,CAT-C,38692043
959129469,H B Fuller Co,Chemicals,28424,CAT-C,38692044
959129470,Mattel Inc,Miscellaneous,38663,CAT-B,38692045
959129471,United Technologies Corp,Aerospace & Defense,805,CAT-G,38692046
959129472,Chevron Corp,Petroleum & Coal Products,49666,CAT-A,38692047
959129473,Visteon Corp,Motor Vehicle Parts,28712,CAT-C,38692048
959129474,"Cirrus Logic, Inc",Computers & Other Electronic Products,1545,CAT-F,38692049
959129475,DENTSPLY SIRONA Inc,Medical Instruments & Equipment,2189,CAT-F,38692050
959129476,Bio-Rad Laboratories Inc,Medical Instruments & Equipment,25197,CAT-C,38692051
959129477,PerkinElmer Inc,Medical Instruments & Equipment,47676,CAT-A,38692052
959129478,Hanesbrands Inc,Textiles,10231,CAT-D,38692053
959129479,Valhi Inc,Chemicals,32423,CAT-B,38692054
959129480,Finisar Corp,Computers & Other Electronic Products,29068,CAT-C,38692055
959129481,Armstrong Flooring Inc,Plastics,23413,CAT-C,38692056
959129482,Motorola Solutions Inc,Communications Equipment,10954,CAT-D,38692057
959129483,McCormick & Co Inc,Food,9812,CAT-E,38692058
959129484,Becton Dickinson & Co,Medical Instruments & Equipment,1927,CAT-F,38692059
959129485,Century Aluminum Co,Fabricated Metal Products,2592,CAT-F,38692060
959129486,General Cable Corp,Fabricated Metal Products,5481,CAT-E,38692061
959129487,Pacific Ethanol Inc,Chemicals,34122,CAT-B,38692062
959129488,Qualcomm Inc,Communications Equipment,34336,CAT-B,38692063
959129489,Vista Outdoor Inc,Miscellaneous,5317,CAT-E,38692064
959129490,Catalent Inc,Pharmaceuticals,14342,CAT-D,38692065
959129491,Conagra Brands Inc,Food,8935,CAT-E,38692066
959129492,Lockheed Martin Corp,Aerospace & Defense,45966,CAT-A,38692067
959129493,Boston Scientific Corp,Medical Instruments & Equipment,7468,CAT-E,38692068
959129494,"Palo Alto Networks, Inc",Computers & Other Electronic Products,6397,CAT-E,38692069
959129495,Advanced Drainage Systems Inc,Plastics,21678,CAT-C,38692070
959129496,Hubbell Inc,Electrical Equipment & Appliances,30132,CAT-B,38692071
959129497,Titan International Inc,Primary Metals,27241,CAT-C,38692072
959129498,Edwards Lifesciences Corp,Pharmaceuticals,8022,CAT-E,38692073
959129499,Marathon Oil Corp,Petroleum & Coal Products,3967,CAT-F,38692074
959129500,BE Aerospace Inc,Aerospace & Defense,30462,CAT-B,38692075
959129501,Hillenbrand Inc,Wood Products,42132,CAT-A,38692076
959129502,HollyFrontier Corp,Petroleum & Coal Products,43961,CAT-A,38692077
959129503,NVIDIA Corp,Computers & Other Electronic Products,43588,CAT-A,38692078
959129504,Steel Dynamics Inc,Primary Metals,39954,CAT-B,38692079
959129505,Ciena Corp,Communications Equipment,15494,CAT-D,38692080
959129506,Agilent Technologies Inc,Instruments,33048,CAT-B,38692081
959129507,American Axle & Mfg Holdings Inc,Motor Vehicle Parts,26440,CAT-C,38692082
959129508,W R Grace & Co,Chemicals,30884,CAT-B,38692083
959129509,Alliance One International Inc,Tobacco,36264,CAT-B,38692084
959129510,Alliance One International Inc,Tobacco,36264,CAT-B,38692085
959129511,Mohawk Industries Inc,Textiles,34096,CAT-B,38692086
959129512,New York Times Co,Publishing & Printing,31269,CAT-B,38692087
959129513,Qorvo Inc,Computers & Other Electronic Products,9759,CAT-E,38692088
959129514,Halyard Health Inc,Medical Instruments & Equipment,43771,CAT-A,38692089
959129515,Carpenter Technology Corp,Primary Metals,4367,CAT-F,38692090
959129516,Kraft Heinz Co,Food,40559,CAT-A,38692091
959129517,Applied Materials Inc,Computers & Other Electronic Products,12684,CAT-D,38692092
959129518,Esterline Technologies Corp,Machinery,13861,CAT-D,38692093
959129519,Southwest Gas Corporation,Petroleum & Coal Products,40218,CAT-A,38692094
959129520,Baxter International Inc,Medical Instruments & Equipment,12106,CAT-D,38692095
959129521,Lamb Weston Holdings Inc,Food,17570,CAT-D,38692096
959129522,Oshkosh Corp,Motor Vehicles,32017,CAT-B,38692097
959129523,Armstrong World Industries Inc,Rubber Products,16244,CAT-D,38692098
959129524,Curtiss-Wright Corp,Machinery,2793,CAT-F,38692099
959129525,TreeHouse Foods Inc,Food,33048,CAT-B,38692100
959129526,Altria Group Inc,Tobacco,29378,CAT-C,38692101
959129527,CVR Refining LP,Petroleum & Coal Products,6861,CAT-E,38692102
959129528,Waters Corp,Instruments,13041,CAT-D,38692103
959129529,Vulcan Materials Co,"Stone, Clay, Glass & Concrete Products",23726,CAT-C,38692104
959129530,Enterprise Products Partners LP,Petroleum & Coal Products,8470,CAT-E,38692105
959129531,AptarGroup Inc,Plastics,31641,CAT-B,38692106
959129532,United Therapeutics Corp,Pharmaceuticals,31067,CAT-B,38692107
959129533,Dow Chemical Co,Chemicals,14571,CAT-D,38692108
959129534,Spectra Energy Corp Inc,Petroleum & Coal Products,42464,CAT-A,38692109
959129535,Sonoco Products Co,Paper,42626,CAT-A,38692110
959129536,Merck & Co Inc,Pharmaceuticals,29857,CAT-C,38692111
959129537,L Technologies Inc,Communications Equipment,31346,CAT-B,38692112
959129538,C R Bard Inc,Medical Instruments & Equipment,28485,CAT-C,38692113
959129539,Johnson & Johnson,Pharmaceuticals,19328,CAT-D,38692114
959129540,Wabtec Corp,"Railcars, Ships, & Other Trans Equip",33648,CAT-B,38692115
959129541,Air Products & Chemicals Inc,Chemicals,22657,CAT-C,38692116
959129542,McCormick & Co Inc,Food,9812,CAT-E,38692117
959129543,AptarGroup Inc,Plastics,31641,CAT-B,38692118
959129544,Zebra Technologies Corp,Machinery,3189,CAT-F,38692119
959129545,Central Garden & Pet Co,Chemicals,29878,CAT-C,38692120
959129546,Exxon Mobil Corp,Petroleum & Coal Products,29135,CAT-C,38692121
959129547,General Motors Co,Motor Vehicles,4928,CAT-F,38692122
959129548,Graco Inc,Machinery,33119,CAT-B,38692123
959129549,Lennox International Inc,Electrical Equipment & Appliances,16416,CAT-D,38692124
959129550,Kimberly-Clark Corp,Paper,3945,CAT-F,38692125
959129551,Marathon Oil Corp,Petroleum & Coal Products,3967,CAT-F,38692126
959129552,Visteon Corp,Motor Vehicle Parts,28712,CAT-C,38692127
959129553,Newell Rubbermaid Inc,Miscellaneous,30228,CAT-B,38692128
959129554,Universal Forest Products Inc,Wood Products,13500,CAT-D,38692129
959129555,Greif Inc,Paper,3608,CAT-F,38692130
959129556,AdvancePierre Foods Holdings Inc,Food,21173,CAT-C,38692131
959129557,W R Grace & Co,Chemicals,30884,CAT-B,38692132
959129558,Spirit AeroSystems Holdings Inc,Aerospace & Defense,18093,CAT-D,38692133
959129559,Reliance Steel & Aluminum Co,Primary Metals,43988,CAT-A,38692134
959129560,Clearwater Paper Corp,Paper,9054,CAT-E,38692135
959129561,Micron Technology Inc,Computers & Other Electronic Products,41512,CAT-A,38692136
959129562,Central Garden & Pet Co,Chemicals,29878,CAT-C,38692137
959129563,Coca-Cola Bottling Co,Consolidated Beverages,1260,CAT-F,38692138
959129564,Drew Industries Inc,Motor Vehicle Parts,44372,CAT-A,38692139
959129565,Central Garden & Pet Co,Chemicals,29878,CAT-C,38692140
959129566,VeriFone Systems Inc,Computers & Other Electronic Products,5101,CAT-E,38692141
959129567,Titan International Inc,Primary Metals,27241,CAT-C,38692142
959129568,Hain Celestial Group Inc,Food,26745,CAT-C,38692143
959129569,Honeywell International Inc,Miscellaneous,1902,CAT-F,38692144
959129570,Amphenol Corp,Computers & Other Electronic Products,45176,CAT-A,38692145
959129571,Milacron Holdings Corp,Machinery,17144,CAT-D,38692146
959129572,Ciena Corp,Communications Equipment,15494,CAT-D,38692147
959129573,Energy Transfer Partners LP,Petroleum & Coal Products,27905,CAT-C,38692148
959129574,Vishay Intertechnology Inc,Computers & Other Electronic Products,21911,CAT-C,38692149
959129575,KapStone,Paper & Packaging Corp Paper,4882,CAT-F,38692150
959129576,Danaher Corp,Miscellaneous,46068,CAT-A,38692151
959129577,United States Steel Corp,Fabricated Metal Products,34828,CAT-B,38692152
959129578,Titan International Inc,Primary Metals,27241,CAT-C,38692153
959129579,Tegna Inc,Publishing & Printing,8134,CAT-E,38692154
959129580,Merck & Co Inc,Pharmaceuticals,29857,CAT-C,38692155
959129581,Noble Energy Inc,Petroleum & Coal Products,916,CAT-G,38692156
959129582,Owens Corning,"Stone, Clay, Glass & Concrete Products",23323,CAT-C,38692157
959129583,National Oilwell Varco Inc,Machinery,48345,CAT-A,38692158
959129584,Valvoline Inc,Petroleum & Coal Products,27051,CAT-C,38692159
959129585,Tesoro Corp,Petroleum & Coal Products,29074,CAT-C,38692160
959129586,Hormel Foods Corp,Food,15659,CAT-D,38692161
959129587,Vulcan Materials Co,"Stone, Clay, Glass & Concrete Products",23726,CAT-C,38692162
959129588,John Wiley & Sons Inc,Publishing & Printing,42362,CAT-A,38692163
959129589,United States Steel Corp,Fabricated Metal Products,34828,CAT-B,38692164
959129590,Harley-Davidson Inc,Motor Vehicles,48872,CAT-A,38692165
959129591,Tenneco Inc,Motor Vehicle Parts,40706,CAT-A,38692166
959129592,Danaher Corp,Miscellaneous,46068,CAT-A,38692167
959129593,Milacron Holdings Corp,Machinery,17144,CAT-D,38692168
959129594,Fortune Brands Home & Security Inc,Fabricated Metal Products,38708,CAT-B,38692169
959129595,Fitbit Inc,Computers & Other Electronic Products,45929,CAT-A,38692170
959129596,Seneca Foods Corp,Food,44484,CAT-A,38692171
959129597,Hess Corp,Petroleum & Coal Products,20877,CAT-C,38692172
959129598,Celgene Corp,Pharmaceuticals,28975,CAT-C,38692173
959129599,NCR Corp,Computers & Other Electronic Products,42272,CAT-A,38692174
959129600,Calumet Specialty Products Partners LP,Petroleum & Coal Products,36934,CAT-B,38692175
959129601,Clorox Co,Chemicals,4088,CAT-F,38692176
959129602,S&P Global Inc,Publishing & Printing,32197,CAT-B,38692177
959129603,Corning Inc,Communications Equipment,36771,CAT-B,38692178
959129604,Kraft Heinz Co,Food,40559,CAT-A,38692179
959129605,Apache Corp,Petroleum & Coal Products,25594,CAT-C,38692180
959129606,Seneca Foods Corp,Food,44484,CAT-A,38692181
959129607,Cooper Tire & Rubber Co,Rubber Products,46779,CAT-A,38692182
959129608,Snap-On Inc,Instruments,1036,CAT-F,38692183
959129609,Stepan Co,Chemicals,25932,CAT-C,38692184
959129610,Raytheon Co,Aerospace & Defense,21457,CAT-C,38692185
959129611,NewMarket Corp,Chemicals,48231,CAT-A,38692186
959129612,Teleflex Inc,Miscellaneous,31858,CAT-B,38692187
959129613,AbbVie Inc,Pharmaceuticals,21687,CAT-C,38692188
959129614,Chemours Co,Chemicals,10955,CAT-D,38692189
959129615,AGCO Corp,Machinery,16790,CAT-D,38692190
959129616,L Technologies Inc,Communications Equipment,31346,CAT-B,38692191
959129617,AMETEK Inc,Instruments,44673,CAT-A,38692192
959129618,H B Fuller Co,Chemicals,28424,CAT-C,38692193
959129619,Chemours Co,Chemicals,10955,CAT-D,38692194
959129620,Kellogg Co,Food,45792,CAT-A,38692195
959129621,Valspar Corp,Chemicals,16358,CAT-D,38692196
959129622,Scholastic Corp,Publishing & Printing,6093,CAT-E,38692197
959129623,Ford Motor Co,Motor Vehicles,29960,CAT-C,38692198
959129624,PVH Corp,Apparel,20806,CAT-C,38692199
959129625,Joy Global Inc,Machinery,24829,CAT-C,38692200
959129626,West Pharmaceutical Services Inc,Rubber Products,9842,CAT-E,38692201
959129627,Du Pont & Co,Chemicals,39026,CAT-B,38692202
959129628,General Cable Corp,Fabricated Metal Products,5481,CAT-E,38692203
959129629,Darling Ingredients Inc,Food,49335,CAT-A,38692204
959129630,Tegna Inc,Publishing & Printing,8134,CAT-E,38692205
959129631,Cooper Tire & Rubber Co,Rubber Products,46779,CAT-A,38692206
959129632,United Technologies Corp,Aerospace & Defense,805,CAT-G,38692207
959129633,VWR Corp,Medical Instruments & Equipment,38579,CAT-B,38692208
959129634,United Therapeutics Corp,Pharmaceuticals,31067,CAT-B,38692209
959129635,Varian Medical Systems Inc,Machinery,20359,CAT-C,38692210
959129636,CVR Refining LP,Petroleum & Coal Products,6861,CAT-E,38692211
959129637,WestRock Co,Paper,5398,CAT-E,38692212
959129638,C R Bard Inc,Medical Instruments & Equipment,28485,CAT-C,38692213
959129639,Tesla Inc,Motor Vehicles,29871,CAT-C,38692214
959129640,PPG Industries Inc,Chemicals,4831,CAT-F,38692215
959129641,Century Aluminum Co,Fabricated Metal Products,2592,CAT-F,38692216
959129642,Thermo Fisher Scientific Inc,Instruments,40277,CAT-A,38692217
959129643,Vertex Pharmaceuticals Inc,Pharmaceuticals,11449,CAT-D,38692218
959129644,Twenty-First Century Fox Inc,Publishing & Printing,44974,CAT-A,38692219
959129645,Arconic Inc,Primary Metals,32159,CAT-B,38692220
959129646,Noble Energy Inc,Petroleum & Coal Products,916,CAT-G,38692221
959129647,PPG Industries Inc,Chemicals,4831,CAT-F,38692222
959129648,Valero Energy Corp,Petroleum & Coal Products,14801,CAT-D,38692223
959129649,Procter & Gamble Co,Chemicals,7077,CAT-E,38692224
959129650,Carpenter Technology Corp,Primary Metals,4367,CAT-F,38692225
959129651,Hillenbrand Inc,Wood Products,42132,CAT-A,38692226
959129652,Alcoa Corp,Fabricated Metal Products,14337,CAT-D,38692227
959129653,Moog Inc,Machinery,9117,CAT-E,38692228
959129654,Cooper-Standard Holdings Inc,Motor Vehicle Parts,24195,CAT-C,38692229
959129655,VeriFone Systems Inc,Computers & Other Electronic Products,5101,CAT-E,38692230
959129656,NCI Building Systems Inc,Fabricated Metal Products,5866,CAT-E,38692231
959129657,Microsemi Corp,Computers & Other Electronic Products,33512,CAT-B,38692232
959129658,Murphy Oil Corp,Petroleum & Coal Products,24868,CAT-C,38692233
959129659,AdvanSix Inc,Plastics,28107,CAT-C,38692234
959129660,Boeing Co,Aerospace & Defense,12955,CAT-D,38692235
959129661,Herman Miller Inc,Furniture & Fixtures,35816,CAT-B,38692236
959129662,Pfizer Inc,Pharmaceuticals,24615,CAT-C,38692237
959129663,Mosaic Co,Chemicals,16537,CAT-D,38692238
959129664,EnPro Industries Inc,Motor Vehicle Parts,47382,CAT-A,38692239
959129665,Alcoa Corp,Fabricated Metal Products,14337,CAT-D,38692240
959129666,Drew Industries Inc,Motor Vehicle Parts,44372,CAT-A,38692241
959129667,Carpenter Technology Corp,Primary Metals,4367,CAT-F,38692242
959129668,La-Z-Boy Inc,Furniture & Fixtures,11041,CAT-D,38692243
959129669,Diebold Inc,Electrical Equipment & Appliances,23958,CAT-C,38692244
959129670,Western Digital Corp,Computers & Other Electronic Products,43412,CAT-A,38692245
959129671,Select Comfort Corp,Furniture & Fixtures,35922,CAT-B,38692246
959129672,TTM Technologies Inc,Computers & Other Electronic Products,40538,CAT-A,38692247
959129673,BorgWarner Inc,Motor Vehicle Parts,14128,CAT-D,38692248
959129674,Cypress Semiconductor Corp,Computers & Other Electronic Products,15255,CAT-D,38692249
959129675,Orbital ATK Inc,Aerospace & Defense,20404,CAT-C,38692250
959129676,Coach Inc,Apparel,38692,CAT-B,38692251
959129677,PH Glatfelter Co,Paper,4265,CAT-F,38692252
959129678,GCP Applied Technologies Inc,Chemicals,16873,CAT-D,38692253
959129679,Deckers Outdoor Corp,Apparel,26535,CAT-C,38692254
959129680,New Media Investment Group Inc,Publishing & Printing,49563,CAT-A,38692255
959129681,Gannett Co Inc,Publishing & Printing,44360,CAT-A,38692256
959129682,Huntington Ingalls Industries Inc,"Railcars, Ships, & Other Trans Equip",39597,CAT-B,38692257
959129683,Noble Energy Inc,Petroleum & Coal Products,916,CAT-G,38692258
959129684,Williams Partners LP,Petroleum & Coal Products,42820,CAT-A,38692259
959129685,Carter's Inc,Apparel,5563,CAT-E,38692260
959129686,Steel Dynamics Inc,Primary Metals,39954,CAT-B,38692261
959129687,Wabash National Corp,Motor Vehicles,39767,CAT-B,38692262
959129688,Catalent Inc,Pharmaceuticals,14342,CAT-D,38692263
959129689,QEP Resources Inc,Petroleum & Coal Products,23989,CAT-C,38692264
959129690,Cummins Inc,Motor Vehicle Parts,2031,CAT-F,38692265
959129691,Visteon Corp,Motor Vehicle Parts,28712,CAT-C,38692266
959129692,Minerals Technologies Inc,Chemicals,14187,CAT-D,38692267
959129693,Real Industry Inc,Fabricated Metal Products,15988,CAT-D,38692268
959129694,PVH Corp,Apparel,20806,CAT-C,38692269
959129695,PACCAR Inc,Motor Vehicles,17209,CAT-D,38692270
959129696,Mattel Inc,Miscellaneous,38663,CAT-B,38692271
959129697,Du Pont & Co,Chemicals,39026,CAT-B,38692272
959129698,REV Group Inc,Motor Vehicle Parts,47485,CAT-A,38692273
959129699,HollyFrontier Corp,Petroleum & Coal Products,43961,CAT-A,38692274
959129700,Corning Inc,Communications Equipment,36771,CAT-B,38692275
959129701,"Wilson Greatbatch Technologies, Inc",Electrical Equipment & Appliances,6155,CAT-E,38692276
959129702,Snyder's-Lance Inc,Food,9336,CAT-E,38692277
959129703,Coach Inc,Apparel,38692,CAT-B,38692278
959129704,Microsemi Corp,Computers & Other Electronic Products,33512,CAT-B,38692279
959129705,Valmont Industries Inc,Miscellaneous,23366,CAT-C,38692280
959129706,Jabil Circuit Inc,Computers & Other Electronic Products,4306,CAT-F,38692281
959129707,EQT Corp,Petroleum & Coal Products,16499,CAT-D,38692282
959129708,Snyder's-Lance Inc,Food,9336,CAT-E,38692283
959129709,HP Inc,Computers & Other Electronic Products,39677,CAT-B,38692284
959129710,Harris Corp,Communications Equipment,23205,CAT-C,38692285
959129711,AK Steel Holding Corp,Primary Metals,22072,CAT-C,38692286
959129712,Lancaster Colony Corp,Food,14801,CAT-D,38692287
959129713,Harsco Corp,Fabricated Metal Products,48799,CAT-A,38692288
959129714,Kennametal Inc,Machinery,35330,CAT-B,38692289
959129715,Donaldson Co Inc,Machinery,7325,CAT-E,38692290
959129716,Valspar Corp,Chemicals,16358,CAT-D,38692291
959129717,Archer-Daniels-Midland Co,Food,23224,CAT-C,38692292
959129718,Coca-Cola Co,Beverages,19652,CAT-D,38692293
959129719,Koppers Holdings Inc,Chemicals,2196,CAT-F,38692294
959129720,Southwest Gas Corporation,Petroleum & Coal Products,40218,CAT-A,38692295
959129721,Regeneron Pharmaceuticals Inc,Pharmaceuticals,20344,CAT-C,38692296
959129722,Lear Corp,Motor Vehicle Parts,3447,CAT-F,38692297
959129723,Roper Technologies Inc,Miscellaneous,33081,CAT-B,38692298
959129724,United Therapeutics Corp,Pharmaceuticals,31067,CAT-B,38692299
959129725,Nucor Corp,Primary Metals,45663,CAT-A,38692300
959129726,Occidental Petroleum Corp,Petroleum & Coal Products,40266,CAT-A,38692301
959129727,Coca-Cola Bottling Co,Consolidated Beverages,1260,CAT-F,38692302
959129728,Olin Corp,Chemicals,40283,CAT-A,38692303
959129729,Hershey Co,Food,5946,CAT-E,38692304
959129730,Bristol-Myers Squibb Co,Pharmaceuticals,29273,CAT-C,38692305
959129731,Vulcan Materials Co,"Stone, Clay, Glass & Concrete Products",23726,CAT-C,38692306
959129732,Global Brass & Copper Holdings Inc,Fabricated Metal Products,24058,CAT-C,38692307
959129733,NCI Building Systems Inc,Fabricated Metal Products,5866,CAT-E,38692308
959129734,Schnitzer Steel Industries Inc,Primary Metals,23653,CAT-C,38692309
959129735,Eastman Kodak Co,Chemicals,2892,CAT-F,38692310
959129736,Mueller Industries Inc,Primary Metals,37592,CAT-B,38692311
959129737,Illinois Tool Works Inc,Fabricated Metal Products,46518,CAT-A,38692312
959129738,Hubbell Inc,Electrical Equipment & Appliances,30132,CAT-B,38692313
959129739,Kaiser Aluminum Corp,Fabricated Metal Products,49918,CAT-A,38692314
959129740,Devon Energy Corp,Petroleum & Coal Products,16445,CAT-D,38692315
959129741,Masco Corp,Furniture & Fixtures,47464,CAT-A,38692316
959129742,HP Inc,Computers & Other Electronic Products,39677,CAT-B,38692317
959129743,Biogen Inc,Pharmaceuticals,42094,CAT-A,38692318
959129744,Alon USA Energy Inc,Petroleum & Coal Products,14251,CAT-D,38692319
959129745,EchoStar Corp,Communications Equipment,24213,CAT-C,38692320
959129746,General Electric Co,Electrical Equipment & Appliances,4633,CAT-F,38692321
959129747,Textron Inc,Aerospace & Defense,22461,CAT-C,38692322
959129748,Illinois Tool Works Inc,Fabricated Metal Products,46518,CAT-A,38692323
959129749,DENTSPLY SIRONA Inc,Medical Instruments & Equipment,2189,CAT-F,38692324
959129750,Western Refining Inc,Petroleum & Coal Products,28181,CAT-C,38692325
959129751,Esterline Technologies Corp,Machinery,13861,CAT-D,38692326
959129752,McCormick & Co Inc,Food,9812,CAT-E,38692327
959129753,Lam Research Corp,Computers & Other Electronic Products,44474,CAT-A,38692328
959129754,Herman Miller Inc,Furniture & Fixtures,35816,CAT-B,38692329
959129755,H B Fuller Co,Chemicals,28424,CAT-C,38692330
959129756,Northrop Grumman Corp,Aerospace & Defense,27073,CAT-C,38692331
959129757,Alon USA Energy Inc,Petroleum & Coal Products,14251,CAT-D,38692332
959129758,Stanley Black & Decker Inc,Fabricated Metal Products,48933,CAT-A,38692333
